current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
method/sfia-fast-track/core/README.md,README.md,md,1560,F13,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,E,# SFIA Fast Track — Core This folder contains the operational foundation documents of the SFIA Fast Track method. ## D,,,no,no,keep,method/sfia-fast-track/core/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,,lot-A
method/sfia-fast-track/core/sfia-architecture-standards.md,sfia-architecture-standards.md,md,3117,F02,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,# SFIA Fast Track — Architecture Standards ## 1. Objectif Ce document définit les standards d'architecture SFIA pour l,docs/standards/README.md; method/sfia-fast-track/core/README.md,,no,no,keep,method/sfia-fast-track/core/sfia-architecture-standards.md,sfia-architecture-standards.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,,lot-A
method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md,sfia-chatgpt-cursor-operating-model.md,md,37044,F02,,validated,canonical,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,--- status: foundation version: v1.1 previous: none updated_after: SFIA foundation v1.1 consolidation scope: ChatGPT Cur,docs/architecture/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-cycle-routing-guide.md; method/sfia-fast-track/core/sfia-cycle-routing-guide.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md,,canonical-candidate-conflict,candidate,keep,method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md,sfia-chatgpt-cursor-operating-model.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,Multiple canonical candidates for subject — Morris gate.,lot-A
method/sfia-fast-track/core/sfia-consolidation-roadmap.md,sfia-consolidation-roadmap.md,md,9689,F02,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,# SFIA Fast Track — Consolidation Roadmap ## 1. Objectif Ce document ouvre une phase de consolidation après clôture de,method/sfia-fast-track/core/README.md,,no,no,keep,method/sfia-fast-track/core/sfia-consolidation-roadmap.md,sfia-consolidation-roadmap.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,,lot-A
method/sfia-fast-track/core/sfia-cycle-routing-guide.md,sfia-cycle-routing-guide.md,md,43792,F02,,validated,canonical,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,--- status: validated version: v1.3 updated_after: SFIA v2.5 candidate Cycle 1 — MVP méthode proportionnée scope: cycle,method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md; method/sfia-fast-track/core/sfia-knowledge-layer.md,,canonical-candidate-conflict,candidate,keep,method/sfia-fast-track/core/sfia-cycle-routing-guide.md,sfia-cycle-routing-guide.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,Multiple canonical candidates for subject — Morris gate.,lot-A
method/sfia-fast-track/core/sfia-global-capitalization.md,sfia-global-capitalization.md,md,10176,F02,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,non-compliant,compliant,A,# SFIA Fast Track — Global Capitalization ## v1.1 Status and Cross-References Ce document est conservé comme **preuve,method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md,,no,no,rename,method/sfia-fast-track/core/sfia-global-capitalization.md,2026-07-11-sfia-global-capitalization.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,yes,high,path+content-sample+incoming-link-count,,lot-A
method/sfia-fast-track/core/sfia-knowledge-layer.md,sfia-knowledge-layer.md,md,16509,F02,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,--- status: foundation version: v1.1 previous: none updated_after: SFIA foundation v1.1 consolidation scope: knowledge l,docs/architecture/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md; method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md; method/sfia-fast-track/core/sfia-cycle-routing-guide.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md,,no,no,keep,method/sfia-fast-track/core/sfia-knowledge-layer.md,sfia-knowledge-layer.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,,lot-A
method/sfia-fast-track/core/sfia-rules-and-guardrails.md,sfia-rules-and-guardrails.md,md,12068,F02,,validated,canonical,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,--- status: foundation version: v1.1 previous: sfia-rules-update.md updated_after: SFIA foundation v1.1 consolidation sc,docs/architecture/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-chatgpt-cursor-operating-model.md,,canonical-candidate-conflict,candidate,keep,method/sfia-fast-track/core/sfia-rules-and-guardrails.md,sfia-rules-and-guardrails.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,Multiple canonical candidates for subject — Morris gate.,lot-A
method/sfia-fast-track/core/sfia-rules-update.md,sfia-rules-update.md,md,5115,F02,,validated,reference,operational,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,A,# SFIA Fast Track — Rules Update ## v1.1 Status Ce document est conservé comme **trace historique de consolidation** d,method/sfia-fast-track/core/README.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md; method/sfia-fast-track/core/sfia-rules-and-guardrails.md,,canonical-candidate-conflict,candidate,keep,method/sfia-fast-track/core/sfia-rules-update.md,sfia-rules-update.md,Family F02 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,yes,high,path+content-sample+incoming-link-count,Multiple canonical candidates for subject — Morris gate.,lot-A
method/sfia-fast-track/cycles/README.md,README.md,md,93,F13,,unknown,reference,unknown,method,,,SFIA v2.4,baseline,method,method,compliant,unknown,E,# SFIA Fast Track — Cycles Capitalisations et retours liés aux cycles de livraison SFIA.,,,no,no,keep,method/sfia-fast-track/cycles/README.md,README.md,Family F13 from path/content heuristics; D10 location unknown; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-E
method/sfia-fast-track/cycles/interv360-final-capitalization.md,interv360-final-capitalization.md,md,5432,F03,,unknown,unknown,unknown,method,,,SFIA v2.4,baseline,method,method,non-compliant,unknown,F,# SFIA Fast Track — Interv360 Final Capitalization ## 1. Objectif Ce document clôture la séquence Interv360 conduite a,,,no,no,rename,method/sfia-fast-track/cycles/interv360-final-capitalization.md,2026-07-11-interv360-final-capitalization.md,Family F03 from path/content heuristics; D10 location unknown; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-D
method/sfia-fast-track/cycles/interv360-mvp-delivery-capitalization.md,interv360-mvp-delivery-capitalization.md,md,9950,F03,,unknown,unknown,unknown,method,,,SFIA v2.4,baseline,method,method,non-compliant,unknown,F,# SFIA Fast Track — MVP Delivery Capitalization **Projet source** : Interv360 **Version source** : `v0.1.0-mvp` **C,,,no,no,rename,method/sfia-fast-track/cycles/interv360-mvp-delivery-capitalization.md,2026-07-11-interv360-mvp-delivery-capitalization.md,Family F03 from path/content heuristics; D10 location unknown; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-D
method/sfia-fast-track/documentation/README.md,README.md,md,140,F13,,unknown,reference,unknown,method,,,SFIA v2.4,baseline,method,method,compliant,compliant,E,"# SFIA Fast Track — Documentation Documents liés à la qualité documentaire, à la structure du workspace et à la publica",,,no,no,keep,method/sfia-fast-track/documentation/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-E
method/sfia-fast-track/documentation/capitalization/foundation-documents/foundation-candidate-files.txt,foundation-candidate-files.txt,txt,31626,F09,,unknown,supporting,unknown,method,,,SFIA v1.1,historical,method,method,compliant,compliant,B,docs/README.md docs/adr/README.md docs/architecture/README.md docs/architecture/sfia-decision-engine.md docs/architectur,,,no,no,keep,method/sfia-fast-track/documentation/capitalization/foundation-documents/foundation-candidate-files.txt,foundation-candidate-files.txt,Family F09 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-E
method/sfia-fast-track/documentation/capitalization/foundation-documents/foundation-priority-files.txt,foundation-priority-files.txt,txt,6278,F09,,unknown,supporting,unknown,method,,,SFIA v1.1,historical,method,method,compliant,compliant,B,docs/architecture/README.md docs/architecture/sfia-decision-engine.md docs/architecture/sfia-delivery-pipeline.md docs/a,,,no,no,keep,method/sfia-fast-track/documentation/capitalization/foundation-documents/foundation-priority-files.txt,foundation-priority-files.txt,Family F09 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-E
